module  chip    chan    mip
2	0	14	148.312
2	0	16	198.117
2	0	13	180.
2	0	15	190.285
2	0	17	222.586
2	1	2	280.167
2	1	0	292.508
2	1	5	429.387
2	1	3	369.027
2	1	1	283.871
2	1	8	267.198
2	1	6	290.986
2	1	11	319.861
2	1	9	223.239
2	1	7	276.591
8	6	3	999
8	6	5	311.236
8	6	0	200.473
8	6	2	229.393
8	6	4	132.795
8	6	9	141.774
8	6	11	135.293
8	6	6	163.073
8	6	8	190.377
8	6	10	216.862
8	6	15	155.418
8	6	17	109.913
8	6	12	132.545
8	6	14	145.074
8	6	16	219.914
8	7	3	120.607
8	7	1	155.065
8	7	4	181.619
8	7	2	281.519
8	7	0	999
14	11	15	205.389
14	11	13	158.009
14	11	16	117.47
14	11	14	68.656
14	11	12	162.09
14	11	9	134.093
14	11	7	103.528
14	11	10	97.684
14	11	8	80.4573
14	11	6	71.076
14	11	3	152.936
14	11	1	127.136
14	11	4	202.029
14	11	2	137.249
14	11	0	147.966
14	10	15	112.389
14	10	13	120.783
14	10	16	46.0299
14	10	14	117.849
14	10	12	178.203
10	5	14	122.593
10	5	12	230.518
10	5	17	216.966
10	5	15	148.55
10	5	13	254.477
10	5	2	216.315
10	5	0	222.962
10	5	5	157.075
10	5	3	244.476
10	5	1	125.563
10	5	8	170.946
10	5	6	151.71
10	5	11	147.592
10	5	9	353.229
10	5	7	166.019
10	4	8	328.07
10	4	6	260.079
10	4	11	281.76
10	4	9	154.538
10	4	7	150.409
15	10	9	151.193
15	10	7	166.233
15	10	10	142.724
15	10	8	232.08
15	10	6	183.826
15	10	5	999
15	10	1	167.468
15	10	4	131.748
15	10	2	122.858
15	10	0	238.015
15	9	15	68.3714
15	9	13	142.354
15	9	16	161.191
15	9	14	110.385
15	9	12	195.878
15	9	9	155.767
15	9	7	165.613
15	9	10	87.1751
15	9	8	117.773
15	9	6	166.951
11	4	2	155.082
11	4	0	208.177
11	4	5	148.153
11	4	3	176.311
11	4	1	164.798
11	3	14	134.771
11	3	12	145.486
11	3	17	206.866
11	3	15	169.522
11	3	13	107.114
11	3	8	228.616
11	3	6	253.753
11	3	11	246.067
11	3	9	210.059
11	3	7	127.611
11	3	2	136.209
11	3	0	274.903
11	3	5	127.531
11	3	3	213.038
11	3	1	164.865
13	9	3	189.752
13	9	1	207.2
13	9	4	161.003
13	9	2	187.674
13	9	0	137.853
13	8	15	131.67
13	8	13	157.099
13	8	16	157.964
13	8	14	151.045
13	8	12	142.245
13	8	9	137.059
13	8	7	156.997
13	8	10	166.02
13	8	8	173.935
13	8	6	153.741
13	8	3	154.384
13	8	1	173.877
13	8	4	56.9067
13	8	2	196.987
13	8	0	148.146
12	2	14	164.985
12	2	12	296.716
12	2	17	113.362
12	2	15	126.254
12	2	13	239.356
12	2	8	111.276
12	2	6	137.675
12	2	11	152.257
12	2	9	164.264
12	2	7	131.322
12	2	2	161.195
12	2	0	146.546
12	2	5	170.173
12	2	3	123.138
12	2	1	159.404
12	1	14	257.162
12	1	12	248.254
12	1	17	167.268
12	1	15	138.634
12	1	13	128.713
16	7	15	163.778
16	7	13	110.97
16	7	16	114.723
16	7	14	131.625
16	7	12	129.841
16	7	9	185.046
16	7	7	152.368
16	7	10	183.395
16	7	8	151.973
16	7	6	111.326
16	7	3	132.95
16	7	1	137.479
16	7	4	102.736
16	7	2	179.847
16	7	0	195.367
16	6	15	105.631
16	6	13	145.592
16	6	16	119.41
16	6	14	150.883
16	6	12	199.123
9	1	8	449.755
9	1	6	316.774
9	1	11	247.061
9	1	9	303.365
9	1	7	147.679
9	1	2	207.223
9	1	0	152.303
9	1	5	145.993
9	1	3	116.499
9	1	1	245.176
9	0	14	388.436
9	0	12	167.024
9	0	17	188.309
9	0	15	156.511
9	0	13	210.564
9	0	8	184.831
9	0	6	430.54
9	0	11	184.845
9	0	9	331.418
9	0	7	166.22
